<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SBS,20160823,1.3000,1.3000,1.2000,1.3000,44900,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20160822,1.3000,1.3000,1.3000,1.3000,118400,1.3000,1.3000,1.3000,1.3000,0,0,0
SBS,20160819,1.3000,1.3000,1.2000,1.2000,58840,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20160818,1.3000,1.3000,1.2000,1.3000,34000,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20160817,1.3000,1.3000,1.2000,1.2000,258100,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20160816,1.3000,1.4000,1.3000,1.4000,77400,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20160815,1.3000,1.4000,1.3000,1.4000,74900,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20160812,1.4000,1.4000,1.3000,1.3000,237800,1.4000,1.4000,1.3000,1.3000,0,0,0
SBS,20160811,1.4000,1.4000,1.3000,1.4000,93000,1.4000,1.4000,1.3000,1.4000,0,0,0
SBS,20160810,1.3000,1.3000,1.3000,1.3000,287800,1.3000,1.3000,1.3000,1.3000,0,0,0
SBS,20160809,1.3000,1.3000,1.2000,1.3000,32250,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20160808,1.2000,1.3000,1.2000,1.3000,112000,1.2000,1.3000,1.2000,1.3000,0,0,0
SBS,20160805,1.4000,1.4000,1.2000,1.3000,312300,1.4000,1.4000,1.2000,1.3000,0,0,0
SBS,20160804,1.4000,1.4000,1.3000,1.4000,392500,1.4000,1.4000,1.3000,1.4000,0,0,0
SBS,20160803,1.5000,1.5000,1.3000,1.4000,134400,1.5000,1.5000,1.3000,1.4000,0,0,0
SBS,20160802,1.4000,1.5000,1.3000,1.5000,134200,1.4000,1.5000,1.3000,1.5000,0,0,0
SBS,20160801,1.4000,1.4000,1.3000,1.4000,238200,1.4000,1.4000,1.3000,1.4000,0,0,0
SBS,20160729,1.5000,1.5000,1.4000,1.5000,35500,1.5000,1.5000,1.4000,1.5000,0,0,0
SBS,20160728,1.4000,1.5000,1.4000,1.5000,267330,1.4000,1.5000,1.4000,1.5000,0,0,0
SBS,20160727,1.5000,1.5000,1.4000,1.5000,50100,1.5000,1.5000,1.4000,1.5000,0,0,0
SBS,20160726,1.5000,1.5000,1.5000,1.5000,42306,1.5000,1.5000,1.5000,1.5000,0,0,0
SBS,20160725,1.5000,1.6000,1.5000,1.5000,162210,1.5000,1.6000,1.5000,1.5000,0,0,0
SBS,20160722,1.5000,1.6000,1.5000,1.5000,423100,1.5000,1.6000,1.5000,1.5000,0,0,0
SBS,20160721,1.6000,1.6000,1.5000,1.6000,260010,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20160720,1.5000,1.6000,1.5000,1.6000,112700,1.5000,1.6000,1.5000,1.6000,0,0,0
SBS,20160719,1.6000,1.7000,1.5000,1.6000,267406,1.6000,1.7000,1.5000,1.6000,0,0,0
SBS,20160718,1.6000,1.6000,1.5000,1.6000,213600,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20160715,1.6000,1.6000,1.6000,1.6000,88800,1.6000,1.6000,1.6000,1.6000,0,0,0
SBS,20160714,1.6000,1.6000,1.6000,1.6000,107736,1.6000,1.6000,1.6000,1.6000,0,0,0
SBS,20160713,1.6000,1.6000,1.5000,1.6000,46900,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20160712,1.6000,1.6000,1.5000,1.6000,205940,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20160711,1.7000,1.7000,1.6000,1.6000,281300,1.7000,1.7000,1.6000,1.6000,0,0,0
SBS,20160708,1.6000,1.7000,1.5000,1.7000,102200,1.6000,1.7000,1.5000,1.7000,0,0,0
SBS,20160707,1.8000,1.8000,1.6000,1.7000,208860,1.8000,1.8000,1.6000,1.7000,0,100,0
SBS,20160706,1.6000,1.8000,1.6000,1.7000,145800,1.6000,1.8000,1.6000,1.7000,0,0,0
SBS,20160705,1.7000,1.8000,1.6000,1.7000,252900,1.7000,1.8000,1.6000,1.7000,0,0,0
SBS,20160704,1.6000,1.7000,1.6000,1.6000,137500,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20160701,1.6000,1.6000,1.5000,1.6000,146500,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20160630,1.7000,1.7000,1.6000,1.7000,116500,1.7000,1.7000,1.6000,1.7000,0,100,0
SBS,20160629,1.5000,1.7000,1.5000,1.6000,105300,1.5000,1.7000,1.5000,1.6000,0,0,0
SBS,20160628,1.6000,1.7000,1.5000,1.7000,66200,1.6000,1.7000,1.5000,1.7000,0,10000,0
SBS,20160627,1.7000,1.7000,1.5000,1.7000,99500,1.7000,1.7000,1.5000,1.7000,0,3300,0
SBS,20160624,1.7000,1.7000,1.5000,1.7000,214508,1.7000,1.7000,1.5000,1.7000,0,0,0
SBS,20160623,1.7000,1.7000,1.6000,1.7000,34300,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20160622,1.7000,1.7000,1.7000,1.7000,153002,1.7000,1.7000,1.7000,1.7000,0,0,0
SBS,20160621,1.7000,1.8000,1.7000,1.7000,102702,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20160620,1.8000,1.8000,1.7000,1.8000,136200,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160617,1.7000,1.8000,1.7000,1.7000,193200,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20160616,1.7000,1.8000,1.7000,1.8000,72100,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20160615,1.8000,1.8000,1.7000,1.8000,195706,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160614,1.8000,1.8000,1.7000,1.7000,329800,1.8000,1.8000,1.7000,1.7000,0,100,0
SBS,20160613,1.8000,1.8000,1.7000,1.8000,25700,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160610,1.8000,1.8000,1.7000,1.7000,114068,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20160609,1.8000,1.9000,1.8000,1.9000,281904,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20160608,1.8000,1.8000,1.7000,1.7000,225580,1.8000,1.8000,1.7000,1.7000,0,80,0
SBS,20160607,1.8000,1.9000,1.8000,1.9000,117700,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20160606,1.8000,1.9000,1.8000,1.8000,166314,1.8000,1.9000,1.8000,1.8000,0,0,0
SBS,20160603,1.8000,1.9000,1.7000,1.8000,428430,1.8000,1.9000,1.7000,1.8000,0,0,0
SBS,20160602,1.8000,1.8000,1.7000,1.8000,279420,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160601,1.8000,1.8000,1.7000,1.8000,9100,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160531,1.8000,1.8000,1.7000,1.7000,318600,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20160530,1.7000,1.8000,1.7000,1.8000,49300,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20160527,1.7000,1.8000,1.7000,1.7000,106000,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20160526,1.7000,1.8000,1.7000,1.7000,125110,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20160525,1.7000,1.8000,1.7000,1.7000,75000,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20160524,1.8000,1.8000,1.7000,1.8000,6320,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160523,1.7000,1.8000,1.7000,1.8000,42800,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20160520,1.7000,1.8000,1.7000,1.7000,179800,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20160519,1.8000,1.8000,1.7000,1.8000,88700,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160518,1.8000,1.9000,1.7000,1.7000,142900,1.8000,1.9000,1.7000,1.7000,0,0,0
SBS,20160517,1.8000,1.9000,1.7000,1.9000,201640,1.8000,1.9000,1.7000,1.9000,0,100,0
SBS,20160516,1.8000,1.8000,1.7000,1.8000,23610,1.8000,1.8000,1.7000,1.8000,0,6000,0
SBS,20160513,1.8000,1.9000,1.7000,1.8000,163910,1.8000,1.9000,1.7000,1.8000,0,0,0
SBS,20160512,1.8000,1.9000,1.8000,1.8000,198600,1.8000,1.9000,1.8000,1.8000,0,0,0
SBS,20160511,1.8000,1.8000,1.7000,1.8000,60334,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160510,1.8000,1.8000,1.7000,1.7000,42800,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20160509,1.8000,1.9000,1.7000,1.8000,103100,1.8000,1.9000,1.7000,1.8000,0,0,0
SBS,20160506,1.8000,1.9000,1.7000,1.9000,237500,1.8000,1.9000,1.7000,1.9000,0,0,0
SBS,20160505,1.8000,1.9000,1.8000,1.9000,153900,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20160504,1.9000,1.9000,1.8000,1.8000,138036,1.9000,1.9000,1.8000,1.8000,0,0,100
SBS,20160429,1.9000,1.9000,1.8000,1.9000,278220,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20160428,1.9000,1.9000,1.8000,1.9000,223500,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20160427,1.9000,1.9000,1.8000,1.9000,112810,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20160426,1.9000,2.0000,1.9000,1.9000,247220,1.9000,2.0000,1.9000,1.9000,0,0,0
SBS,20160425,1.9000,2.0000,1.9000,1.9000,275700,1.9000,2.0000,1.9000,1.9000,0,0,0
SBS,20160422,1.9000,1.9000,1.8000,1.9000,103100,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20160421,1.9000,1.9000,1.8000,1.9000,120010,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20160420,1.9000,1.9000,1.9000,1.9000,138010,1.9000,1.9000,1.9000,1.9000,0,0,0
SBS,20160419,1.9000,2.0000,1.8000,1.9000,93206,1.9000,2.0000,1.8000,1.9000,0,0,0
SBS,20160415,1.9000,2.0000,1.8000,1.8000,516000,1.9000,2.0000,1.8000,1.8000,0,0,0
SBS,20160414,2.0000,2.0000,1.9000,1.9000,372000,2.0000,2.0000,1.9000,1.9000,0,0,0
SBS,20160413,2.0000,2.0000,1.9000,2.0000,166220,2.0000,2.0000,1.9000,2.0000,20000,0,0
SBS,20160412,2.1000,2.1000,1.9000,2.0000,169690,2.1000,2.1000,1.9000,2.0000,0,0,0
SBS,20160411,2.0000,2.1000,1.9000,2.0000,482500,2.0000,2.1000,1.9000,2.0000,0,100,0
SBS,20160408,2.1000,2.1000,2.0000,2.1000,292309,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20160407,2.2000,2.2000,2.0000,2.1000,293000,2.2000,2.2000,2.0000,2.1000,0,0,0
SBS,20160406,2.1000,2.2000,2.0000,2.2000,350700,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20160405,2.0000,2.1000,1.9000,2.1000,613000,2.0000,2.1000,1.9000,2.1000,0,0,0
SBS,20160404,2.1000,2.2000,2.0000,2.0000,497010,2.1000,2.2000,2.0000,2.0000,0,0,0
SBS,20160401,2.3000,2.3000,2.1000,2.1000,258115,2.3000,2.3000,2.1000,2.1000,0,0,0
SBS,20160331,2.2000,2.4000,2.1000,2.3000,1932282,2.2000,2.4000,2.1000,2.3000,0,0,0
SBS,20160330,2.0000,2.2000,2.0000,2.2000,685000,2.0000,2.2000,2.0000,2.2000,0,0,0
SBS,20160329,2.0000,2.1000,1.9000,2.0000,513800,2.0000,2.1000,1.9000,2.0000,0,0,0
SBS,20160328,2.0000,2.1000,1.9000,2.0000,901100,2.0000,2.1000,1.9000,2.0000,0,0,0
SBS,20160325,2.0000,2.1000,1.9000,2.0000,173000,2.0000,2.1000,1.9000,2.0000,0,0,0
SBS,20160324,1.9000,2.1000,1.8000,2.0000,380800,1.9000,2.1000,1.8000,2.0000,0,0,0
SBS,20160323,2.0000,2.0000,1.9000,2.0000,131800,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20160322,1.9000,2.0000,1.8000,2.0000,475600,1.9000,2.0000,1.8000,2.0000,0,0,0
SBS,20160321,2.0000,2.1000,1.9000,2.0000,166400,2.0000,2.1000,1.9000,2.0000,0,0,0
SBS,20160318,2.0000,2.1000,2.0000,2.1000,138900,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20160317,2.0000,2.1000,2.0000,2.1000,127635,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20160316,2.1000,2.1000,2.0000,2.1000,395000,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20160315,2.1000,2.1000,2.0000,2.0000,122000,2.1000,2.1000,2.0000,2.0000,0,0,0
SBS,20160314,2.1000,2.2000,2.0000,2.0000,167800,2.1000,2.2000,2.0000,2.0000,0,0,0
SBS,20160311,2.1000,2.2000,2.0000,2.0000,368500,2.1000,2.2000,2.0000,2.0000,0,0,0
SBS,20160310,2.1000,2.2000,2.0000,2.2000,166300,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20160309,2.0000,2.1000,2.0000,2.1000,242300,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20160308,2.0000,2.1000,2.0000,2.1000,327700,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20160307,2.1000,2.2000,2.0000,2.1000,332800,2.1000,2.2000,2.0000,2.1000,0,0,0
SBS,20160304,2.1000,2.1000,2.0000,2.1000,540600,2.1000,2.1000,2.0000,2.1000,0,0,14400
SBS,20160303,2.4000,2.4000,2.1000,2.2000,432000,2.4000,2.4000,2.1000,2.2000,0,100,0
SBS,20160302,2.3000,2.4000,2.2000,2.4000,1008495,2.3000,2.4000,2.2000,2.4000,0,0,0
SBS,20160301,1.9000,2.1000,1.9000,2.1000,1236640,1.9000,2.1000,1.9000,2.1000,0,0,0
SBS,20160229,1.9000,2.0000,1.8000,1.9000,265000,1.9000,2.0000,1.8000,1.9000,0,0,0
SBS,20160226,1.8000,1.9000,1.8000,1.9000,105410,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20160225,1.8000,1.9000,1.8000,1.8000,230000,1.8000,1.9000,1.8000,1.8000,0,0,0
SBS,20160224,1.8000,1.9000,1.8000,1.8000,198700,1.8000,1.9000,1.8000,1.8000,0,0,0
SBS,20160223,1.8000,1.9000,1.7000,1.8000,125700,1.8000,1.9000,1.7000,1.8000,0,0,0
SBS,20160222,1.9000,1.9000,1.8000,1.8000,207410,1.9000,1.9000,1.8000,1.8000,0,0,0
SBS,20160219,1.8000,1.9000,1.8000,1.9000,228500,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20160218,1.9000,1.9000,1.8000,1.9000,110400,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20160217,2.0000,2.0000,1.8000,1.9000,416400,2.0000,2.0000,1.8000,1.9000,0,0,0
SBS,20160216,1.7000,1.8000,1.7000,1.8000,512002,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20160215,1.6000,1.7000,1.6000,1.7000,99100,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20160205,1.5000,1.6000,1.5000,1.6000,62000,1.5000,1.6000,1.5000,1.6000,0,2100,0
SBS,20160204,1.6000,1.6000,1.5000,1.6000,46400,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20160203,1.5000,1.6000,1.5000,1.6000,91500,1.5000,1.6000,1.5000,1.6000,0,0,0
SBS,20160202,1.5000,1.6000,1.5000,1.5000,51300,1.5000,1.6000,1.5000,1.5000,30,0,0
SBS,20160201,1.5000,1.6000,1.5000,1.6000,97500,1.5000,1.6000,1.5000,1.6000,0,0,0
SBS,20160129,1.5000,1.5000,1.4000,1.5000,43200,1.5000,1.5000,1.4000,1.5000,0,0,0
SBS,20160128,1.5000,1.5000,1.4000,1.5000,129300,1.5000,1.5000,1.4000,1.5000,0,0,0
SBS,20160127,1.4000,1.5000,1.4000,1.5000,72390,1.4000,1.5000,1.4000,1.5000,0,0,0
SBS,20160126,1.4000,1.5000,1.4000,1.4000,172900,1.4000,1.5000,1.4000,1.4000,0,0,0
SBS,20160125,1.4000,1.4000,1.4000,1.4000,117700,1.4000,1.4000,1.4000,1.4000,0,0,0
SBS,20160122,1.4000,1.4000,1.2000,1.3000,260300,1.4000,1.4000,1.2000,1.3000,0,0,0
SBS,20160121,1.4000,1.5000,1.3000,1.4000,245420,1.4000,1.5000,1.3000,1.4000,0,0,0
SBS,20160120,1.5000,1.5000,1.3000,1.4000,228400,1.5000,1.5000,1.3000,1.4000,0,0,0
SBS,20160119,1.5000,1.6000,1.5000,1.5000,407200,1.5000,1.6000,1.5000,1.5000,0,0,0
SBS,20160118,1.7000,1.7000,1.5000,1.5000,425200,1.7000,1.7000,1.5000,1.5000,0,0,0
SBS,20160115,1.8000,1.8000,1.6000,1.7000,88200,1.8000,1.8000,1.6000,1.7000,0,0,0
SBS,20160114,1.8000,1.8000,1.7000,1.7000,359000,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20160113,1.8000,1.8000,1.8000,1.8000,31000,1.8000,1.8000,1.8000,1.8000,0,0,0
SBS,20160112,1.8000,1.9000,1.7000,1.9000,107000,1.8000,1.9000,1.7000,1.9000,0,0,500
SBS,20160111,1.8000,1.9000,1.7000,1.9000,174200,1.8000,1.9000,1.7000,1.9000,0,0,0
SBS,20160108,1.8000,1.8000,1.7000,1.7000,115600,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20160107,1.8000,1.8000,1.7000,1.8000,131300,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20160106,1.8000,1.9000,1.8000,1.9000,131600,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20160105,1.8000,1.9000,1.8000,1.9000,10500,1.8000,1.9000,1.8000,1.9000,0,0,500
SBS,20160104,2.0000,2.0000,1.9000,1.9000,164600,2.0000,2.0000,1.9000,1.9000,0,0,0
SBS,20151231,1.8000,2.0000,1.8000,2.0000,308300,1.8000,2.0000,1.8000,2.0000,0,0,0
SBS,20151230,1.8000,1.8000,1.7000,1.8000,145421,1.8000,1.8000,1.7000,1.8000,50000,0,0
SBS,20151229,1.9000,1.9000,1.7000,1.7000,254500,1.9000,1.9000,1.7000,1.7000,0,0,0
SBS,20151228,1.9000,1.9000,1.8000,1.8000,81800,1.9000,1.9000,1.8000,1.8000,0,0,0
SBS,20151225,1.9000,2.0000,1.9000,2.0000,21100,1.9000,2.0000,1.9000,2.0000,50000,0,0
SBS,20151224,1.9000,2.0000,1.9000,1.9000,123800,1.9000,2.0000,1.9000,1.9000,0,0,0
SBS,20151223,1.9000,2.0000,1.9000,2.0000,141300,1.9000,2.0000,1.9000,2.0000,0,0,0
SBS,20151222,1.9000,2.0000,1.9000,2.0000,29700,1.9000,2.0000,1.9000,2.0000,0,0,0
SBS,20151221,2.0000,2.0000,1.9000,2.0000,44900,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20151218,2.0000,2.0000,1.9000,2.0000,283600,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20151217,1.9000,2.0000,1.9000,1.9000,11500,1.9000,2.0000,1.9000,1.9000,0,0,0
SBS,20151216,2.0000,2.0000,1.9000,2.0000,12100,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20151215,1.9000,1.9000,1.9000,1.9000,28720,1.9000,1.9000,1.9000,1.9000,0,0,0
SBS,20151214,2.0000,2.0000,1.9000,2.0000,13703,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20151211,2.0000,2.1000,1.9000,2.0000,59250,2.0000,2.1000,1.9000,2.0000,0,5000,0
SBS,20151210,2.0000,2.1000,2.0000,2.0000,125700,2.0000,2.1000,2.0000,2.0000,0,0,0
SBS,20151209,2.0000,2.1000,2.0000,2.1000,69300,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20151208,2.0000,2.1000,2.0000,2.1000,99000,2.0000,2.1000,2.0000,2.1000,0,800,0
SBS,20151207,2.0000,2.0000,2.0000,2.0000,111400,2.0000,2.0000,2.0000,2.0000,0,0,0
SBS,20151204,2.0000,2.1000,2.0000,2.0000,62700,2.0000,2.1000,2.0000,2.0000,0,0,0
SBS,20151203,2.0000,2.1000,2.0000,2.0000,115550,2.0000,2.1000,2.0000,2.0000,0,0,0
SBS,20151202,2.1000,2.1000,2.0000,2.0000,60200,2.1000,2.1000,2.0000,2.0000,0,0,0
SBS,20151201,2.0000,2.1000,2.0000,2.0000,344500,2.0000,2.1000,2.0000,2.0000,0,0,5300
SBS,20151130,2.1000,2.1000,2.0000,2.0000,187100,2.1000,2.1000,2.0000,2.0000,43,0,0
SBS,20151127,2.2000,2.2000,2.1000,2.1000,117700,2.2000,2.2000,2.1000,2.1000,0,0,0
SBS,20151126,2.1000,2.3000,2.1000,2.2000,406200,2.1000,2.3000,2.1000,2.2000,0,0,0
SBS,20151125,2.1000,2.3000,2.0000,2.3000,588200,2.1000,2.3000,2.0000,2.3000,0,0,0
SBS,20151124,2.1000,2.1000,2.0000,2.0000,144320,2.1000,2.1000,2.0000,2.0000,0,0,0
SBS,20151123,2.1000,2.2000,2.0000,2.2000,170700,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20151120,2.0000,2.1000,2.0000,2.1000,358700,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20151119,2.0000,2.1000,2.0000,2.1000,417400,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20151118,2.1000,2.1000,2.0000,2.1000,130500,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151117,2.1000,2.2000,2.0000,2.1000,172009,2.1000,2.2000,2.0000,2.1000,0,0,0
SBS,20151116,2.1000,2.1000,2.0000,2.1000,82100,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151113,2.1000,2.2000,2.0000,2.2000,320050,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20151112,2.1000,2.2000,2.0000,2.2000,178200,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20151111,2.2000,2.3000,2.1000,2.3000,84100,2.2000,2.3000,2.1000,2.3000,0,0,0
SBS,20151110,2.4000,2.4000,2.2000,2.3000,123815,2.4000,2.4000,2.2000,2.3000,0,0,0
SBS,20151109,2.2000,2.4000,2.2000,2.4000,418600,2.2000,2.4000,2.2000,2.4000,0,0,0
SBS,20151106,2.1000,2.2000,2.0000,2.2000,538000,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20151105,2.0000,2.1000,2.0000,2.0000,27100,2.0000,2.1000,2.0000,2.0000,0,0,0
SBS,20151104,2.0000,2.1000,2.0000,2.1000,255000,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20151103,2.0000,2.1000,2.0000,2.1000,167810,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20151102,2.1000,2.1000,2.0000,2.1000,36100,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151030,2.1000,2.1000,2.1000,2.1000,246000,2.1000,2.1000,2.1000,2.1000,0,0,0
SBS,20151029,2.0000,2.2000,2.0000,2.2000,216010,2.0000,2.2000,2.0000,2.2000,0,0,0
SBS,20151028,2.0000,2.1000,2.0000,2.1000,64240,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20151027,2.0000,2.0000,1.9000,2.0000,81100,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20151026,2.1000,2.1000,2.0000,2.1000,228310,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151023,2.1000,2.1000,2.0000,2.1000,93400,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151022,2.0000,2.1000,2.0000,2.0000,91800,2.0000,2.1000,2.0000,2.0000,0,0,0
SBS,20151021,2.2000,2.2000,2.0000,2.1000,191000,2.2000,2.2000,2.0000,2.1000,0,0,0
SBS,20151020,2.1000,2.2000,2.0000,2.2000,176000,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20151019,2.1000,2.1000,2.0000,2.1000,30600,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151016,2.1000,2.1000,2.0000,2.1000,157100,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151015,2.1000,2.2000,2.0000,2.2000,122800,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20151014,2.1000,2.2000,2.1000,2.2000,32120,2.1000,2.2000,2.1000,2.2000,0,0,0
SBS,20151013,2.1000,2.1000,2.1000,2.1000,147200,2.1000,2.1000,2.1000,2.1000,0,0,0
SBS,20151012,2.1000,2.1000,2.0000,2.1000,107920,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151009,2.1000,2.2000,2.0000,2.2000,125000,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20151008,2.1000,2.1000,2.0000,2.1000,41000,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151007,2.1000,2.1000,2.0000,2.1000,108500,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20151006,2.1000,2.2000,2.1000,2.2000,138531,2.1000,2.2000,2.1000,2.2000,0,0,0
SBS,20151005,2.0000,2.1000,1.9000,2.1000,81860,2.0000,2.1000,1.9000,2.1000,0,0,0
SBS,20151002,2.0000,2.0000,2.0000,2.0000,36900,2.0000,2.0000,2.0000,2.0000,0,0,0
SBS,20151001,2.0000,2.1000,2.0000,2.0000,96200,2.0000,2.1000,2.0000,2.0000,0,0,0
SBS,20150930,2.0000,2.0000,1.9000,2.0000,92010,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20150929,2.0000,2.1000,2.0000,2.0000,28000,2.0000,2.1000,2.0000,2.0000,0,0,0
SBS,20150928,2.1000,2.1000,2.1000,2.1000,27750,2.1000,2.1000,2.1000,2.1000,0,0,0
SBS,20150925,2.2000,2.2000,2.0000,2.1000,56100,2.2000,2.2000,2.0000,2.1000,0,0,0
SBS,20150924,2.2000,2.2000,2.1000,2.1000,71300,2.2000,2.2000,2.1000,2.1000,0,0,0
SBS,20150923,2.1000,2.1000,2.1000,2.1000,53000,2.1000,2.1000,2.1000,2.1000,0,0,0
SBS,20150922,2.1000,2.1000,2.1000,2.1000,79710,2.1000,2.1000,2.1000,2.1000,0,0,0
SBS,20150921,2.1000,2.1000,2.0000,2.0000,28840,2.1000,2.1000,2.0000,2.0000,0,0,0
SBS,20150918,2.1000,2.2000,2.1000,2.1000,37100,2.1000,2.2000,2.1000,2.1000,0,0,0
SBS,20150917,2.2000,2.2000,2.1000,2.1000,116310,2.2000,2.2000,2.1000,2.1000,0,0,0
SBS,20150916,2.1000,2.2000,2.1000,2.1000,70500,2.1000,2.2000,2.1000,2.1000,0,0,0
SBS,20150915,2.1000,2.2000,2.1000,2.1000,8500,2.1000,2.2000,2.1000,2.1000,0,0,0
SBS,20150914,2.2000,2.2000,2.1000,2.1000,237000,2.2000,2.2000,2.1000,2.1000,0,0,0
SBS,20150911,2.2000,2.2000,2.1000,2.2000,25500,2.2000,2.2000,2.1000,2.2000,0,0,0
SBS,20150910,2.1000,2.3000,2.1000,2.2000,90550,2.1000,2.3000,2.1000,2.2000,0,0,0
SBS,20150909,2.2000,2.2000,2.2000,2.2000,76700,2.2000,2.2000,2.2000,2.2000,0,0,0
SBS,20150908,2.2000,2.3000,2.1000,2.3000,208300,2.2000,2.3000,2.1000,2.3000,0,0,0
SBS,20150907,2.2000,2.2000,2.1000,2.2000,99100,2.2000,2.2000,2.1000,2.2000,0,0,0
